order,crop,country,community,year,indicator,bin,value,percentage
609,ABE,Zimbabwe,Zaka,2022/23,fresh_yield_ABE,2500+ kg,5.00,0.0282
610,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE,0-499 kg,34.00,0.2881
611,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE,500-999 kg,46.00,0.3898
612,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE,1000-1499 kg,25.00,0.2119
613,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE,1500-1999 kg,4.00,0.0339
614,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE,2000-2499 kg,5.00,0.0424
615,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE,2500+ kg,4.00,0.0339
616,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE,0-499 kg,277.00,0.9858
617,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE,500-999 kg,3.00,0.0107
618,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE,1000-1499 kg,1.00,0.0036
619,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE,1500-1999 kg,0.00,0.0000
620,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE,2000-2499 kg,0.00,0.0000
621,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE,2500+ kg,0.00,0.0000
622,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE,0-499 kg,196.00,0.9899
623,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE,500-999 kg,2.00,0.0101
624,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE,1000-1499 kg,0.00,0.0000
625,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE,1500-1999 kg,0.00,0.0000
626,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE,2000-2499 kg,0.00,0.0000
627,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE,2500+ kg,0.00,0.0000
628,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE,0-499 kg,81.00,0.9759
629,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE,500-999 kg,1.00,0.0120
630,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE,1000-1499 kg,1.00,0.0120
631,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE,1500-1999 kg,0.00,0.0000
632,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE,2000-2499 kg,0.00,0.0000
633,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE,2500+ kg,0.00,0.0000
634,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE,0-499 kg,10.00,0.2857
635,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE,500-999 kg,5.00,0.1429
636,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE,1000-1499 kg,3.00,0.0857
637,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE,1500-1999 kg,3.00,0.0857
638,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE,2000-2499 kg,1.00,0.0286
639,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE,2500+ kg,13.00,0.3714
640,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE,0-499 kg,3.00,0.1429
641,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE,500-999 kg,4.00,0.1905
642,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE,1000-1499 kg,3.00,0.1429
643,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE,1500-1999 kg,1.00,0.0476
644,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE,2000-2499 kg,1.00,0.0476
645,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE,2500+ kg,9.00,0.4286
646,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE,0-499 kg,7.00,0.5385
647,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE,500-999 kg,1.00,0.0769
648,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE,1000-1499 kg,0.00,0.0000
649,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE,1500-1999 kg,2.00,0.1538
650,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE,2000-2499 kg,0.00,0.0000
651,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE,2500+ kg,3.00,0.2308
652,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE,0-499 kg,0.00,0.0000
653,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE,500-999 kg,0.00,0.0000
654,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE,1000-1499 kg,0.00,0.0000
655,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE,1500-1999 kg,0.00,0.0000
656,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE,2000-2499 kg,0.00,0.0000
657,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE,2500+ kg,1.00,1.0000
658,ABE,Zimbabwe,Zimbabwe,2022/23,planted_area,0-0.09 ha,2.00,0.0036
659,ABE,Zimbabwe,Zimbabwe,2022/23,planted_area,0.1-0.19 ha,348.00,0.6214
660,ABE,Zimbabwe,Zimbabwe,2022/23,planted_area,0.2-0.29 ha,176.00,0.3143
661,ABE,Zimbabwe,Zimbabwe,2022/23,planted_area,0.3+ ha,34.00,0.0607
662,ABE,Zimbabwe,Birchenough,2022/23,planted_area,0-0.09 ha,0.00,0.0000
663,ABE,Zimbabwe,Birchenough,2022/23,planted_area,0.1-0.19 ha,173.00,0.6528
664,ABE,Zimbabwe,Birchenough,2022/23,planted_area,0.2-0.29 ha,67.00,0.2528
665,ABE,Zimbabwe,Birchenough,2022/23,planted_area,0.3+ ha,25.00,0.0943
666,ABE,Zimbabwe,Zaka,2022/23,planted_area,0-0.09 ha,1.00,0.0056
667,ABE,Zimbabwe,Zaka,2022/23,planted_area,0.1-0.19 ha,110.00,0.6215
668,ABE,Zimbabwe,Zaka,2022/23,planted_area,0.2-0.29 ha,58.00,0.3277
669,ABE,Zimbabwe,Zaka,2022/23,planted_area,0.3+ ha,8.00,0.0452
670,ABE,Zimbabwe,Ruware,2022/23,planted_area,0-0.09 ha,1.00,0.0085
671,ABE,Zimbabwe,Ruware,2022/23,planted_area,0.1-0.19 ha,65.00,0.5508
672,ABE,Zimbabwe,Ruware,2022/23,planted_area,0.2-0.29 ha,51.00,0.4322
673,ABE,Zimbabwe,Ruware,2022/23,planted_area,0.3+ ha,1.00,0.0085
674,ABE,Malawi,Malawi,2022/23,planted_area,0-0.09 ha,0.00,0.0000
675,ABE,Malawi,Malawi,2022/23,planted_area,0.1-0.19 ha,151.00,0.5374
676,ABE,Malawi,Malawi,2022/23,planted_area,0.2-0.29 ha,0.00,0.0000
677,ABE,Malawi,Malawi,2022/23,planted_area,0.3+ ha,130.00,0.4626
678,ABE,Malawi,Chikwawa,2022/23,planted_area,0-0.09 ha,0.00,0.0000
679,ABE,Malawi,Chikwawa,2022/23,planted_area,0.1-0.19 ha,107.00,0.5404
680,ABE,Malawi,Chikwawa,2022/23,planted_area,0.2-0.29 ha,0.00,0.0000
681,ABE,Malawi,Chikwawa,2022/23,planted_area,0.3+ ha,91.00,0.4596
682,ABE,Malawi,Katowo,2022/23,planted_area,0-0.09 ha,0.00,0.0000
683,ABE,Malawi,Katowo,2022/23,planted_area,0.1-0.19 ha,44.00,0.5301
684,ABE,Malawi,Katowo,2022/23,planted_area,0.2-0.29 ha,0.00,0.0000
685,ABE,Malawi,Katowo,2022/23,planted_area,0.3+ ha,39.00,0.4699
686,ABE,Mozambique,Mozambique,2022/23,planted_area,0-0.09 ha,0.00,0.0000
687,ABE,Mozambique,Mozambique,2022/23,planted_area,0.1-0.19 ha,0.00,0.0000
688,ABE,Mozambique,Mozambique,2022/23,planted_area,0.2-0.29 ha,0.00,0.0000
689,ABE,Mozambique,Mozambique,2022/23,planted_area,0.3+ ha,35.00,1.0000
690,ABE,Mozambique,Small scale commercial farmers,2022/23,planted_area,0-0.09 ha,0.00,0.0000
691,ABE,Mozambique,Small scale commercial farmers,2022/23,planted_area,0.1-0.19 ha,0.00,0.0000
692,ABE,Mozambique,Small scale commercial farmers,2022/23,planted_area,0.2-0.29 ha,0.00,0.0000
693,ABE,Mozambique,Small scale commercial farmers,2022/23,planted_area,0.3+ ha,21.00,1.0000
694,ABE,Mozambique,Subsistence farmers,2022/23,planted_area,0-0.09 ha,0.00,0.0000
695,ABE,Mozambique,Subsistence farmers,2022/23,planted_area,0.1-0.19 ha,0.00,0.0000
696,ABE,Mozambique,Subsistence farmers,2022/23,planted_area,0.2-0.29 ha,0.00,0.0000
697,ABE,Mozambique,Subsistence farmers,2022/23,planted_area,0.3+ ha,13.00,1.0000
698,ABE,Mozambique,Organisation farmers,2022/23,planted_area,0-0.09 ha,0.00,0.0000
699,ABE,Mozambique,Organisation farmers,2022/23,planted_area,0.1-0.19 ha,0.00,0.0000
700,ABE,Mozambique,Organisation farmers,2022/23,planted_area,0.2-0.29 ha,0.00,0.0000
701,ABE,Mozambique,Organisation farmers,2022/23,planted_area,0.3+ ha,1.00,1.0000
702,ABE,Zimbabwe,Zimbabwe,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,176.00,0.3143
703,ABE,Zimbabwe,Zimbabwe,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,215.00,0.3839
704,ABE,Zimbabwe,Zimbabwe,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,126.00,0.2250
705,ABE,Zimbabwe,Zimbabwe,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,26.00,0.0464
706,ABE,Zimbabwe,Zimbabwe,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,13.00,0.0232
707,ABE,Zimbabwe,Zimbabwe,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,4.00,0.0071
708,ABE,Zimbabwe,Birchenough,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,47.00,0.1774
709,ABE,Zimbabwe,Birchenough,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,96.00,0.3623
710,ABE,Zimbabwe,Birchenough,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,87.00,0.3283
711,ABE,Zimbabwe,Birchenough,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,21.00,0.0792
712,ABE,Zimbabwe,Birchenough,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,10.00,0.0377
713,ABE,Zimbabwe,Birchenough,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,4.00,0.0151
714,ABE,Zimbabwe,Zaka,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,73.00,0.4124
715,ABE,Zimbabwe,Zaka,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,74.00,0.4181
716,ABE,Zimbabwe,Zaka,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,26.00,0.1469
717,ABE,Zimbabwe,Zaka,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,2.00,0.0113
718,ABE,Zimbabwe,Zaka,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,2.00,0.0113
719,ABE,Zimbabwe,Zaka,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,0.00,0.0000
720,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,56.00,0.4746
721,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,45.00,0.3814
722,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,13.00,0.1102
723,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,3.00,0.0254
724,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,1.00,0.0085
725,ABE,Zimbabwe,Ruware,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,0.00,0.0000
726,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,281.00,1.0000
727,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,0.00,0.0000
728,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,0.00,0.0000
729,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,0.00,0.0000
730,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,0.00,0.0000
731,ABE,Malawi,Malawi,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,0.00,0.0000
732,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,198.00,1.0000
733,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,0.00,0.0000
734,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,0.00,0.0000
735,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,0.00,0.0000
736,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,0.00,0.0000
737,ABE,Malawi,Chikwawa,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,0.00,0.0000
738,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,83.00,1.0000
739,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,0.00,0.0000
740,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,0.00,0.0000
741,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,0.00,0.0000
742,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,0.00,0.0000
743,ABE,Malawi,Katowo,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,0.00,0.0000
744,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,23.00,0.6571
745,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,9.00,0.2571
746,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,2.00,0.0571
747,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,1.00,0.0286
748,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,0.00,0.0000
749,ABE,Mozambique,Mozambique,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,0.00,0.0000
750,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,12.00,0.5714
751,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,6.00,0.2857
752,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,2.00,0.0952
753,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,1.00,0.0476
754,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,0.00,0.0000
755,ABE,Mozambique,Small scale commercial farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,0.00,0.0000
756,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,11.00,0.8462
757,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,2.00,0.1538
758,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,0.00,0.0000
759,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,0.00,0.0000
760,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,0.00,0.0000
761,ABE,Mozambique,Subsistence farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,0.00,0.0000
762,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,0-999 kg/.25ha,0.00,0.0000
763,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,1000-1999 kg/.25ha,1.00,1.0000
764,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,2000-2999 kg/.25ha,0.00,0.0000
765,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,3000-3999 kg/.25ha,0.00,0.0000
766,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,4000-4999 kg/.25ha,0.00,0.0000
767,ABE,Mozambique,Organisation farmers,2022/23,fresh_yield_ABE_per_0.25ha_planted,5000+ kg/.25ha,0.00,0.0000
768,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$0-99,12.00,0.0214
769,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$100-199,208.00,0.3714
770,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$200-299,251.00,0.4482
771,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$300-399,67.00,0.1196
772,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$400-499,14.00,0.0250
773,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$500-599,5.00,0.0089
774,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$600-699,2.00,0.0036
775,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$700-799,0.00,0.0000
776,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$800-899,0.00,0.0000
777,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$900-999,0.00,0.0000
778,ABE,Zimbabwe,Zimbabwe,2022/23,total_input_costs_aka_loan,$1000+,1.00,0.0018
779,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$0-99,6.00,0.0226
780,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$100-199,145.00,0.5472
781,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$200-299,76.00,0.2868
782,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$300-399,21.00,0.0792
783,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$400-499,10.00,0.0377
784,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$500-599,4.00,0.0151
785,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$600-699,2.00,0.0075
786,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$700-799,0.00,0.0000
787,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$800-899,0.00,0.0000
788,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$900-999,0.00,0.0000
789,ABE,Zimbabwe,Birchenough,2022/23,total_input_costs_aka_loan,$1000+,1.00,0.0038
790,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$0-99,4.00,0.0226
791,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$100-199,22.00,0.1243
792,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$200-299,116.00,0.6554
793,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$300-399,30.00,0.1695
794,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$400-499,4.00,0.0226
795,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$500-599,1.00,0.0056
796,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$600-699,0.00,0.0000
797,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$700-799,0.00,0.0000
798,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$800-899,0.00,0.0000
799,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$900-999,0.00,0.0000
800,ABE,Zimbabwe,Zaka,2022/23,total_input_costs_aka_loan,$1000+,0.00,0.0000
801,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$0-99,2.00,0.0169
802,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$100-199,41.00,0.3475
803,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$200-299,59.00,0.5000
804,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$300-399,16.00,0.1356
805,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$400-499,0.00,0.0000
806,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$500-599,0.00,0.0000
807,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$600-699,0.00,0.0000
808,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$700-799,0.00,0.0000
809,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$800-899,0.00,0.0000
810,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$900-999,0.00,0.0000
811,ABE,Zimbabwe,Ruware,2022/23,total_input_costs_aka_loan,$1000+,0.00,0.0000
812,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$0-99,0.00,0.0000
813,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$100-199,151.00,0.5374
814,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$200-299,126.00,0.4484
815,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$300-399,0.00,0.0000
816,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$400-499,0.00,0.0000
817,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$500-599,3.00,0.0107
818,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$600-699,0.00,0.0000
819,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$700-799,0.00,0.0000
820,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$800-899,1.00,0.0036
821,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$900-999,0.00,0.0000
822,ABE,Malawi,Malawi,2022/23,total_input_costs_aka_loan,$1000+,0.00,0.0000
823,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$0-99,0.00,0.0000
824,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$100-199,107.00,0.5404
825,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$200-299,91.00,0.4596
826,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$300-399,0.00,0.0000
827,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$400-499,0.00,0.0000
828,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$500-599,0.00,0.0000
829,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$600-699,0.00,0.0000
830,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$700-799,0.00,0.0000
831,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$800-899,0.00,0.0000
832,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$900-999,0.00,0.0000
833,ABE,Malawi,Chikwawa,2022/23,total_input_costs_aka_loan,$1000+,0.00,0.0000
834,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$0-99,0.00,0.0000
835,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$100-199,44.00,0.5301
836,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$200-299,35.00,0.4217
837,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$300-399,0.00,0.0000
838,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$400-499,0.00,0.0000
839,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$500-599,3.00,0.0361
840,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$600-699,0.00,0.0000
841,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$700-799,0.00,0.0000
842,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$800-899,1.00,0.0120
843,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$900-999,0.00,0.0000
844,ABE,Malawi,Katowo,2022/23,total_input_costs_aka_loan,$1000+,0.00,0.0000
845,ABE,Zimbabwe,Zimbabwe,2022/23,gross_income,$0-499,169.00,0.3018
846,ABE,Zimbabwe,Zimbabwe,2022/23,gross_income,$500-999,223.00,0.3982
847,ABE,Zimbabwe,Zimbabwe,2022/23,gross_income,$1000-1499,96.00,0.1714
848,ABE,Zimbabwe,Zimbabwe,2022/23,gross_income,$1500-1999,35.00,0.0625
849,ABE,Zimbabwe,Zimbabwe,2022/23,gross_income,$2000-2499,20.00,0.0357
850,ABE,Zimbabwe,Zimbabwe,2022/23,gross_income,$2500+,17.00,0.0304
851,ABE,Zimbabwe,Birchenough,2022/23,gross_income,$0-499,55.00,0.2075
852,ABE,Zimbabwe,Birchenough,2022/23,gross_income,$500-999,102.00,0.3849
853,ABE,Zimbabwe,Birchenough,2022/23,gross_income,$1000-1499,57.00,0.2151
854,ABE,Zimbabwe,Birchenough,2022/23,gross_income,$1500-1999,23.00,0.0868
855,ABE,Zimbabwe,Birchenough,2022/23,gross_income,$2000-2499,16.00,0.0604
856,ABE,Zimbabwe,Birchenough,2022/23,gross_income,$2500+,12.00,0.0453
857,ABE,Zimbabwe,Zaka,2022/23,gross_income,$0-499,68.00,0.3842
858,ABE,Zimbabwe,Zaka,2022/23,gross_income,$500-999,72.00,0.4068
859,ABE,Zimbabwe,Zaka,2022/23,gross_income,$1000-1499,25.00,0.1412
860,ABE,Zimbabwe,Zaka,2022/23,gross_income,$1500-1999,7.00,0.0395
861,ABE,Zimbabwe,Zaka,2022/23,gross_income,$2000-2499,2.00,0.0113
862,ABE,Zimbabwe,Zaka,2022/23,gross_income,$2500+,3.00,0.0169
863,ABE,Zimbabwe,Ruware,2022/23,gross_income,$0-499,46.00,0.3898
