unique farmer ID,crop,country,community,year,indicator,bin,value
RJ57gtm,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,141.82
RJ57lqy,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1097.44
RJ87neo,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,759.30
RM20rul,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,383.90
RM24xya,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,291.01
RN38dxy,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,936.80
RO16oqv,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,300.00
RP86hsn,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,461.84
RS86pcs,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,903.12
RS95fic,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,151.60
RT05vif,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,801.20
RU91dpi,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,0.00
RV95mde,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1144.96
RX71oes,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,372.00
RY19rgu,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,615.76
RY50yxo,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,801.35
RY88djl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2500+,4264.64
SA34zgp,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,285.68
SA55cvo,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,445.04
SA59fuv,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,724.56
SA80pfj,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,461.28
SC30wvm,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,155.84
SE26nme,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,479.60
SE36bti,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,298.08
SF50wfi,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,375.64
SG85bed,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,879.37
SI40ttl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,405.12
SI64vec,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1971.60
SJ55bru,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,127.44
SJ79pwh,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,477.76
SK63qom,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,856.98
SK92xuq,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,234.56
SK95unw,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1042.32
SL57txj,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,432.19
SN11mvs,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1270.56
SN47tgc,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,610.50
SN83mmn,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2500+,4905.84
SO69swu,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,958.71
SO88fky,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,450.64
SP91kke,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$2500+,3356.10
SP95qzh,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1352.08
SQ47fwc,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,386.70
SR37hqo,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,637.38
SR63fpo,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,725.12
SR98kak,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,988.24
SR99rki,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1983.44
ST02ajn,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,40.08
ST04ubo,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,942.96
ST26ajn,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,618.16
ST46hsa,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,457.84
ST54pau,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,303.71
SU72lth,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,923.47
SV34hct,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,887.36
SV72men,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,324.30
SW80ibi,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,653.67
SW99zfp,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,462.48
SX27kyn,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,756.52
SX61zjd,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2364.72
TA22wlw,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,245.44
TA93nrl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1135.44
TB30vhz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,700.24
TD00qfs,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,515.92
TD26qeo,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,298.00
TD53ukf,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,273.60
TE34itf,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,593.52
TE66icg,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,212.41
TG46gta,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$2500+,2631.10
TH02sbx,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,235.76
TH51wor,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,81.71
TK54ivb,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,605.20
TL16pom,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,430.95
TL29gsq,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1137.68
TL51rrj,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,658.08
TM78iep,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,685.60
TN36ehg,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,351.76
TP92jnv,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,262.44
TR10gbc,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,211.05
TS13unc,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,578.80
TV70zlo,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2063.92
TV79zoy,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,857.63
TW40vbi,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,515.81
TX64xku,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1095.36
TY56dzi,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1111.52
TY92bbe,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,278.38
UB27ywr,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,378.32
UE23fqm,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,177.15
UF86rrr,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,236.48
UG41wap,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,740.89
UH80air,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,744.28
UI09vyv,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,799.76
UI75noi,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1269.28
UJ41vsn,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,391.28
UJ74luw,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,745.55
UK06ile,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1546.24
UK62xar,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,68.96
UK99uxq,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,274.72
UM04pda,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,731.20
UM12gnq,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,0.00
UM28ynr,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,931.44
UM32tyq,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,889.84
UM63osx,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,41.17
UM63rdx,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,141.18
UN31ozc,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,535.44
UN39ibz,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1500-1999,1827.92
UN65tro,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,389.76
UO40eey,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,854.72
UP45qea,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,657.94
UP70mbx,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,158.72
UP76eve,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,928.88
UQ12mft,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1842.72
UQ83bld,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,213.36
UQ83qbz,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,428.80
UR23wnb,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1081.52
UR81zwn,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,0.00
UT27bpv,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,801.44
UU53lyk,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,546.40
UV41psl,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,0.00
UV93tmv,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,783.30
UW13xls,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,692.24
UX45rdn,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,606.00
UZ27ytq,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,139.40
VA43qrc,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,459.47
VA52njy,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,129.44
VB55tqj,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,116.40
VB64sew,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,731.76
VC71yxr,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,0.00
VD23gis,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1080.64
VH07yor,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,632.38
VI04unz,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1017.68
VI31dgt,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,817.92
VJ46rto,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,114.88
VL60mjx,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1500-1999,1719.60
VM08vqh,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,664.32
VM21yfg,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,603.68
VM99rfi,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,26.30
VR55odw,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,735.89
VR72ksj,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,264.32
VR81csp,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,714.08
VR88gpc,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,366.74
VT25lgw,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1419.84
VU03vay,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,161.39
VW26svb,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,687.76
VW53tbz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,319.28
VZ11jqm,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1867.76
VZ61kna,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1647.04
WB77vgf,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,979.26
WC60vyx,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,418.85
WD39cpt,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,342.85
WE64mjz,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,597.20
WH36tsn,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,164.82
WH55ygt,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1229.28
WI13dgg,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,543.60
WK47eip,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,910.63
WK73hcz,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,652.24
WL00fyj,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,862.00
WL26zlq,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,842.88
WL74ykc,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,567.96
WL79psz,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,62.39
WM73twe,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,482.72
WO38aji,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,0.00
WP00pfl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,537.44
WP48erb,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,294.18
WR49dta,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,337.39
WS29frb,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1853.92
WS45ewl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,588.64
WU60kiq,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,323.28
WW07kyr,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,217.43
WW93jlw,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,570.00
WX57crq,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,0.00
WY03pcj,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,897.36
WY79oij,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1500-1999,1715.36
WZ76too,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,662.40
WZ80fht,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1370.64
WZ87gig,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,113.23
XA03bcw,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,426.32
XB06fro,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,515.90
XC24gom,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,623.20
XC97lcp,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,772.72
XE77qco,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1500-1999,1868.56
XF01xko,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1371.12
XF42nkq,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,168.12
XG92ezy,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2500+,2979.36
XG92rnm,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,275.12
XH06mot,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,442.24
XH10owk,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,185.41
XH28kgn,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,218.88
XI69lvw,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,284.91
XK74mjs,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,512.34
XK86emi,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,579.84
XK93bac,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,356.07
XL08nct,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2500+,2636.64
XL65kwf,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,177.79
XM55fai,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,0.00
XP07lrq,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1613.68
XP49rjs,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1129.36
XP85siy,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,910.48
XQ90alw,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,150.59
XS66wtm,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,63.36
XU19nwk,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,188.33
XU85hrc,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,596.12
XV01ehc,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,611.28
XV15mek,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1500-1999,1682.66
XV20ygt,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,214.84
XV31kko,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1424.24
XV33mdo,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,405.44
XV59prm,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,546.32
XV82tng,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,676.96
YA28qlb,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1667.84
YB79hhe,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,249.33
YB89zpb,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,737.44
YD77ozo,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,915.68
YF26evh,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1567.20
YF43edl,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,270.17
YF93iti,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,330.53
YG05tjc,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,378.48
YH78kio,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,441.12
YJ05yqe,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1013.84
YK29cij,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,150.33
YK85sut,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,141.60
YL09khg,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,40.16
YL40nlg,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,892.56
YL61oew,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2402.96
YL85vgj,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,72.31
YM30two,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,838.56
YN81hpw,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,498.46
YO32ynk,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,114.62
YO91qez,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,597.92
YP20utm,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,332.56
YQ22zez,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,455.36
YQ56yld,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,995.15
YQ60djv,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,632.65
YS02lym,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,237.20
YS62zqz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,480.08
YS64rdn,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,498.02
YV42uee,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,933.68
YV64rys,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,182.48
YV89mrm,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,249.20
YW02jcx,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,0.00
YW19kjz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,764.32
YW41kkw,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1078.72
YX15jxr,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,171.05
YY30zfp,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,156.18
YY57jff,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,334.56
YZ01cgl,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,11.76
YZ33znk,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$2000-2499,2300.53
YZ74vjm,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2209.68
YZ82ogr,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1035.28
ZA03gjb,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$2500+,2954.00
ZB20xga,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,226.96
ZB94vcu,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2500+,3204.64
ZD24bkg,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,109.03
ZD68gnf,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1500-1999,1768.08
ZE00azx,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,141.18
ZF10eiq,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,209.68
ZF46zyt,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,577.76
ZG15fiv,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1146.40
ZH01qgk,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1049.68
ZH14cvw,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,412.96
ZH32rjl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,0.00
ZH87bux,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2500+,4371.44
ZJ03tke,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,391.84
ZJ08ryw,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1500-1999,1951.04
ZJ10tqu,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1640.00
ZJ26lzd,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1327.88
ZJ27zmu,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,851.82
ZJ45nnf,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1355.36
ZK47vxb,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,534.40
ZK54axf,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,473.11
ZL14bep,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1474.96
ZL30bsk,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,307.15
ZM26bjt,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,286.95
ZM76fqo,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,562.72
ZN50cmb,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,947.28
ZO42ijp,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,804.40
ZO89uuh,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,188.17
ZP57zfb,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,744.29
ZQ45qex,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,239.12
ZR68ogq,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,519.24
